Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Assessing the Predictive Utility of Logistic Regression, Classification and Regression Tree, Chi-Squared Automatic Interaction Detection, and Neural Network Models in Predicting Inmate Misconduct","American Journal of Criminal Justice","","40","1","10.1007/s12103-014-9246-6","Fawn T. NgoRamakrishna GovinduAnurag Agarwal","2015","http://link.springer.com/article/10.1007/s12103-014-9246-6","Article"
"Psychologie der Kreativität","Recht Innovativ","","5","1","10.1007/s43442-021-0066-0","Prof. Dr. Dr. h.c. Joachim Funke","2021","http://link.springer.com/article/10.1007/s43442-021-0066-0","Article"
"Safety of female ride-hailing passengers: Perception and prevention","Humanities and Social Sciences Communications","","11","1","10.1057/s41599-024-02740-z","Shixingyue HuYazao Yang","2024","http://link.springer.com/article/10.1057/s41599-024-02740-z","Article"
"On Certain Assumptions Underlying Contemporary Educational Practices","Behavior and Social Issues","","11","1","10.5210/bsi.v11i1.100","J. Moore Ph.D.","2001","http://link.springer.com/article/10.5210/bsi.v11i1.100","Article"
"30th Annual Computational Neuroscience Meeting: CNS*2021–Meeting Abstracts","Journal of Computational Neuroscience","","49","1","10.1007/s10827-021-00801-9","","2021","http://link.springer.com/article/10.1007/s10827-021-00801-9","Article"
"Character Strengths and Happiness among Young Children: Content Analysis of Parental Descriptions","Journal of Happiness Studies","","7","3","10.1007/s10902-005-3648-6","Nansook ParkChristopher Peterson","2006","http://link.springer.com/article/10.1007/s10902-005-3648-6","Article"
"An Exploratory Analysis of a Self-Assessed Wisdom Scale","Journal of Adult Development","","10","1","10.1023/A:1020782619051","Jeffrey Dean Webster","2003","http://link.springer.com/article/10.1023/A%3A1020782619051","Article"
"Towards Combinatorial Analysis, Adaptation, and Planning of Human-Computer Systems","Applied Intelligence","","16","3","10.1023/A:1014342101070","Mark Sh. Levin","2002","http://link.springer.com/article/10.1023/A%3A1014342101070","Article"
"Carnap, Goguen, and the Hyperontologies: Logical Pluralism and Heterogeneous Structuring in Ontology Design","Logica Universalis","","4","2","10.1007/s11787-010-0020-3","Oliver KutzTill MossakowskiDominik Lücke","2010","http://link.springer.com/article/10.1007/s11787-010-0020-3","Article"
"EPSM 2019, Engineering and Physical Sciences in Medicine","Physical and Engineering Sciences in Medicine","","43","1","10.1007/s13246-019-00826-6","","2020","http://link.springer.com/article/10.1007/s13246-019-00826-6","Article"
"Ordinary Aristocrats: The Discursive Construction of Philanthropists as Ethical Leaders","Journal of Business Ethics","","133","2","10.1007/s10551-014-2394-2","Helena LiuChristopher Baker","2016","http://link.springer.com/article/10.1007/s10551-014-2394-2","Article"
"Behavior Genetics Association 36th Annual Meeting Abstracts","Behavior Genetics","","36","6","10.1007/s10519-006-9099-y","John K. Hewitt","2006","http://link.springer.com/article/10.1007/s10519-006-9099-y","Article"
"Abstracts","Virchows Archiv","","471","1","10.1007/s00428-017-2205-0","","2017","http://link.springer.com/article/10.1007/s00428-017-2205-0","Article"
"Recent Advances in Trace Explosives Detection Instrumentation","Sensing and Imaging: An International Journal","","8","1","10.1007/s11220-007-0029-8","David S. Moore","2007","http://link.springer.com/article/10.1007/s11220-007-0029-8","Article"
"The Evolution of Language: A Comparative Review","Biology and Philosophy","","20","2 - 3","10.1007/s10539-005-5597-1","W. Tecumseh Fitch","2005","http://link.springer.com/article/10.1007/s10539-005-5597-1","Article"
"Identity, Self-Awareness, 
and Self-Deception: Ethical Implications for Leaders and Organizations","Journal of Business Ethics","","90","3","10.1007/s10551-010-0424-2","Cam Caldwell","2009","http://link.springer.com/article/10.1007/s10551-010-0424-2","Article"
"Re-Framing and de-Pathologizing Behavior in Therapy for Children Diagnosed with Psychosocial Disorders","Child and Adolescent Social Work Journal","","23","4","10.1007/s10560-006-0066-5","Barbara Probst MSW, LCSW","2006","http://link.springer.com/article/10.1007/s10560-006-0066-5","Article"
"In memoriam Douglas N. Walton: the influence of Doug Walton on AI and law","Artificial Intelligence and Law","","28","3","10.1007/s10506-020-09272-2","Katie AtkinsonTrevor Bench-CaponFloris BexThomas F. GordonHenry PrakkenGiovanni SartorBart Verheij","2020","http://link.springer.com/article/10.1007/s10506-020-09272-2","Article"
"Methodologies of Curiosity: Epistemology, Practice, and the Question of Animal Minds","Biosemiotics","","12","2","10.1007/s12304-019-09357-9","Yogi Hale Hendlin","2019","http://link.springer.com/article/10.1007/s12304-019-09357-9","Article"
"ACNP 58th Annual Meeting: Poster Session III","Neuropsychopharmacology","","44","1","10.1038/s41386-019-0547-9","","2019","http://link.springer.com/article/10.1038/s41386-019-0547-9","Article"
"Where are the cores in this thing? …and what are they computing? (with apologies to Larry Abbott)","Journal of Computational Neuroscience","","50","2","10.1007/s10827-021-00809-1","Daniel Gardner","2022","http://link.springer.com/article/10.1007/s10827-021-00809-1","Article"
"From Despair to Integrity: Using Narrative Therapy for Older Individuals in Erikson’s Last Stage of Identity Development","Clinical Social Work Journal","","45","4","10.1007/s10615-016-0601-6","Eric T. GoodcaseHeather A. Love","2017","http://link.springer.com/article/10.1007/s10615-016-0601-6","Article"
"Pictures, Plants, and Propositions","Minds and Machines","","29","2","10.1007/s11023-018-9483-4","Alex Morgan","2019","http://link.springer.com/article/10.1007/s11023-018-9483-4","Article"
"Precrastination: The fierce urgency of now","Learning & Behavior","","47","1","10.3758/s13420-018-0358-6","Edward A. Wasserman","2019","http://link.springer.com/article/10.3758/s13420-018-0358-6","Article"
"Thinking the unthinkable","Nature","","410","6832","10.1038/35074162","Richard Gregory","2001","http://link.springer.com/article/10.1038/35074162","Article"
"Fuzzy-logic based learning style prediction in e-learning using web interface information","Sadhana","","40","2","10.1007/s12046-015-0334-1","L JEGATHA DEBORAHR SATHIYASEELANS AUDITHANP VIJAYAKUMAR","2015","http://link.springer.com/article/10.1007/s12046-015-0334-1","Article"
"Arousal and the Relationship Between Positive and Negative Affect: An Analysis of the Data of Ito, Cacioppo, and Lang (1998)","Motivation and Emotion","","26","3","10.1023/A:1021773013487","John W. ReichAlex J. Zautra","2002","http://link.springer.com/article/10.1023/A%3A1021773013487","Article"
"Group Modeling: Selecting a Sequence of Television Items to Suit a Group of Viewers","User Modeling and User-Adapted Interaction","","14","1","10.1023/B:USER.0000010138.79319.fd","Judith Masthoff","2004","http://link.springer.com/article/10.1023/B%3AUSER.0000010138.79319.fd","Article"
"Posters","JNHA - The Journal of Nutrition, Health and Aging","","13","1","10.1007/s12603-009-0095-9","","2009","http://link.springer.com/article/10.1007/s12603-009-0095-9","Article"
"Behavior Genetics Association 35th Annual Meeting Abstracts","Behavior Genetics","","35","6","10.1007/s10519-005-7287-9","","2005","http://link.springer.com/article/10.1007/s10519-005-7287-9","Article"
"Crop Protection Between Sciences, Ethics and Societies: From Quick-Fix Ideal to Multiple Partial Solutions","Journal of Agricultural and Environmental Ethics","","26","1","10.1007/s10806-011-9363-x","Coutellec LéoBernard Pintureau","2013","http://link.springer.com/article/10.1007/s10806-011-9363-x","Article"
"Social Media Ills and Evolutionary Mismatches: A Conceptual Framework","Evolutionary Psychological Science","","10","3","10.1007/s40806-024-00398-z","Amy J. LimEdison Tan","2024","http://link.springer.com/article/10.1007/s40806-024-00398-z","Article"
"Academic social comparison: a promising new target to reduce fear of negative evaluation in large-enrollment college science courses","International Journal of STEM Education","","11","1","10.1186/s40594-024-00501-7","C. Jynx PigartDavid P. MacKinnonKatelyn M. Cooper","2024","http://link.springer.com/article/10.1186/s40594-024-00501-7","Article"
"On the Implementation of a Quasi-Generic Synchronization Architecture for Linear Digital Modulations","Journal of Signal Processing Systems","","64","3","10.1007/s11265-010-0506-5","Jorge Alberto SurísAdolfo RecioPeter M. Athanas","2011","http://link.springer.com/article/10.1007/s11265-010-0506-5","Article"
"The effects of personality and self-perceived public speaking competence on public speaking anxiety in English as a Foreign Language (EFL) presentations","Current Psychology","","43","38","10.1007/s12144-024-06638-6","Shuang Liu","2024","http://link.springer.com/article/10.1007/s12144-024-06638-6","Article"
"Moral creativity in science and engineering","Science and Engineering Ethics","","12","3","10.1007/s11948-006-0043-6","Mike W. Martin Ph.D.","2006","http://link.springer.com/article/10.1007/s11948-006-0043-6","Article"
"SRI 2023: Scientific Program & Abstracts","Reproductive Sciences","","30","1","10.1007/s43032-023-01211-1","","2023","http://link.springer.com/article/10.1007/s43032-023-01211-1","Article"
"Situating Cognitive Science after 1945","Human Arenas","","","","10.1007/s42087-024-00421-6","Mitchell G. Ash","2024","http://link.springer.com/article/10.1007/s42087-024-00421-6","Article"
"Marketing in high-tech start-ups: Overcoming the liability of newness in Israel","International Entrepreneurship and Management Journal","","2","2","10.1007/s11365-006-8689-8","Schaul ChorevAlistair R. Anderson","2006","http://link.springer.com/article/10.1007/s11365-006-8689-8","Article"
"Cognitive styles among computer systems students: Preliminary findings","Journal of Computing in Higher Education","","14","2","10.1007/BF02940938","Sarah MooreDonncha O’MaidinAnnette McElligott","2003","http://link.springer.com/article/10.1007/BF02940938","Article"
"Data mining in manufacturing: a review based on the kind of knowledge","Journal of Intelligent Manufacturing","","20","5","10.1007/s10845-008-0145-x","A. K. ChoudharyJ. A. HardingM. K. Tiwari","2009","http://link.springer.com/article/10.1007/s10845-008-0145-x","Article"
"Digital twin-enabled smart facility management: A bibliometric review","Frontiers of Engineering Management","","11","1","10.1007/s42524-023-0254-4","Obaidullah HakimiHexu LiuOsama Abudayyeh","2024","http://link.springer.com/article/10.1007/s42524-023-0254-4","Article"
"The IEA-EEF European Congress of Epidemiology 2012: Epidemiology for a Fair and Healthy Society","European Journal of Epidemiology","","27","1","10.1007/s10654-012-9722-6","","2012","http://link.springer.com/article/10.1007/s10654-012-9722-6","Article"
"Mind, Self, and Personality: Dynamic Interactions from Late Childhood to Early Adulthood","Journal of Adult Development","","10","3","10.1023/A:1023462229730","Andreas Demetriou","2003","http://link.springer.com/article/10.1023/A%3A1023462229730","Article"
"Deliberation, cognitive diversity, and democratic inclusiveness: an epistemic argument for the random selection of representatives","Synthese","","190","7","10.1007/s11229-012-0062-6","Hélène Landemore","2013","http://link.springer.com/article/10.1007/s11229-012-0062-6","Article"
"A Dynamic Scale–Space Paradigm","Journal of Mathematical Imaging and Vision","","15","3","10.1023/A:1012282305022","Alfons H. SaldenBart M. Ter Haar RomenyMax A. Viergever","2001","http://link.springer.com/article/10.1023/A%3A1012282305022","Article"
"Abstract Medizinische Genetik 2011","medizinische genetik","","23","1","10.1007/s11825-011-0264-1","","2011","http://link.springer.com/article/10.1007/s11825-011-0264-1","Article"
"Chinese character acquisition and visual skills in two Chinese scripts","Reading and Writing","","18","2","10.1007/s11145-004-7343-5","Catherine Mcbride-ChangBonnie W. Y. ChowYiping ZhongStephen BurgessWilliam G. Hayward","2005","http://link.springer.com/article/10.1007/s11145-004-7343-5","Article"
"Computational Thinking During a Short, Authentic, Interdisciplinary STEM Experience for Elementary Students","Journal for STEM Education Research","","","","10.1007/s41979-024-00117-0","Jessica F. CantlonKatherine T. BeckerCaroline M. DeLong","2024","http://link.springer.com/article/10.1007/s41979-024-00117-0","Article"
"Take the Right Turn: The Role of Social Signals and Action–Reaction Sequences in Enacting Turning Points in Negotiations","Group Decision and Negotiation","","29","3","10.1007/s10726-020-09664-4","Michele GriessmairJohannes Gettinger","2020","http://link.springer.com/article/10.1007/s10726-020-09664-4","Article"
"LECTURES","International Journal of Legal Medicine","","126","1","10.1007/s00414-012-0709-3","","2012","http://link.springer.com/article/10.1007/s00414-012-0709-3","Article"
"The Reggio Emilia Approach and Inclusive Early Childhood Programs","Early Childhood Education Journal","","30","3","10.1023/A:1022022107610","Shernavaz VakilRamona FreemanTerry Jo Swim","2003","http://link.springer.com/article/10.1023/A%3A1022022107610","Article"
"A longitudinal database of Irish political speech with annotations of speaker ability","Language Resources and Evaluation","","52","2","10.1007/s10579-017-9401-z","Ailbhe CullenNaomi Harte","2018","http://link.springer.com/article/10.1007/s10579-017-9401-z","Article"
